index,year,month,hour,txn_type,txn_status,error_code,remitter_bank,beneficiary_bank,payer_handle,payer_app,payee_handle,payee_app,payee_requested_amount,payee_settlement_amount,difference_amount,payer_state,payee_state,cred_type,cred_subtype,time_of_day
29150,2023,6,12,Reversal,Successful,0,Suryoday Small Finance Bank,Fincare Small Finance Bank,EQUITAS,Equitas UPI,CITIGOLD,CITI Bank (Mobile Banking App),51816,51816,0,Tamil Nadu,Bihar,Overdraft,Personal Overdraft,Afternoon
29151,2022,1,12,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,HDFC Bank,UCO,BHIM UCO UPI,POSTBANK,India Post Payments Bank,71398,71398,0,Goa,Delhi,Home Loan,Fixed-Rate Mortgage,Afternoon
29166,2019,1,12,Reversal,Successful,0,IDBI Bank,Bank of Maharashtra,DBAG,Deutsche Bank AG (Web Collect),IDBI,BHIM PAyWIZ by IDBI Bank,95752,95752,0,Goa,Andhra Pradesh,Debit Card,Standard Debit Card,Afternoon
29193,2021,5,12,Reversal,Successful,0,Suryoday Small Finance Bank,Bank of Maharashtra,AUBANK,BHIM AUPay(AU Small Finance Bank),SCB,Standard Chartered UPI,73136,73136,0,Goa,Goa,Debit Card,Prepaid Debit Card,Afternoon
29197,2023,5,12,Reversal,Successful,0,Ujjivan Small Finance Bank,Baroda Gujarat Gramin Bank,AXL,PhonePe,ANDB,Bhim Andhra Bank One- UPI App,33038,33038,0,Himachal Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,Afternoon
29202,2019,8,12,Reversal,Successful,0,Dhanlaxmi Bank,Baroda Gujarat Gramin Bank,UBOI,BHIM Union Bank UPI App,JIO,MyJio (Jio Payments Bank),96146,96146,0,Jammu and Kashmir,West Bengal,Credit Card,Rewards Credit Card,Afternoon
29209,2020,10,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Kotak Mahindra Bank,INDUS,BHIM Indus Pay,CNRB,BHIM Canara- eMPower,82050,82050,0,Goa,Odisha,Personal Loan,Secured Personal Loan,Afternoon
29217,2020,10,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Kotak Mahindra Bank,INDUS,BHIM Indus Pay,CNRB,BHIM Canara- eMPower,82050,106665,-24615,Goa,Odisha,Personal Loan,Secured Personal Loan,Afternoon
29219,2019,8,12,Reversal,Successful,0,Dhanlaxmi Bank,Baroda Gujarat Gramin Bank,UBOI,BHIM Union Bank UPI App,JIO,MyJio (Jio Payments Bank),96146,96146,0,Jammu and Kashmir,West Bengal,Credit Card,Rewards Credit Card,Afternoon
29224,2021,5,12,Reversal,Successful,0,Suryoday Small Finance Bank,Bank of Maharashtra,AUBANK,BHIM AUPay(AU Small Finance Bank),SCB,Standard Chartered UPI,73136,73136,0,Goa,Goa,Debit Card,Prepaid Debit Card,Afternoon
29232,2019,1,12,Reversal,Successful,0,IDBI Bank,Bank of Maharashtra,DBAG,Deutsche Bank AG (Web Collect),IDBI,BHIM PAyWIZ by IDBI Bank,95752,95752,0,Goa,Andhra Pradesh,Debit Card,Standard Debit Card,Afternoon
29241,2023,6,12,Reversal,Successful,0,Suryoday Small Finance Bank,Fincare Small Finance Bank,EQUITAS,Equitas UPI,CITIGOLD,CITI Bank (Mobile Banking App),51816,54317,-2501,Tamil Nadu,Bihar,Overdraft,Personal Overdraft,Afternoon
29242,2022,1,12,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,HDFC Bank,UCO,BHIM UCO UPI,POSTBANK,India Post Payments Bank,71398,71398,0,Goa,Delhi,Home Loan,Fixed-Rate Mortgage,Afternoon
29263,2019,1,12,Reversal,Successful,0,IDBI Bank,Bank of Maharashtra,DBAG,Deutsche Bank AG (Web Collect),IDBI,BHIM PAyWIZ by IDBI Bank,95752,95752,0,Goa,Andhra Pradesh,Debit Card,Standard Debit Card,Afternoon
29267,2023,5,12,Reversal,Successful,0,Ujjivan Small Finance Bank,Baroda Gujarat Gramin Bank,AXL,PhonePe,ANDB,Bhim Andhra Bank One- UPI App,33038,34633,-1595,Himachal Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,Afternoon
29279,2021,5,12,Reversal,Successful,0,Suryoday Small Finance Bank,Bank of Maharashtra,AUBANK,BHIM AUPay(AU Small Finance Bank),SCB,Standard Chartered UPI,73136,73136,0,Goa,Goa,Debit Card,Prepaid Debit Card,Afternoon
29283,2019,8,12,Reversal,Successful,0,Dhanlaxmi Bank,Baroda Gujarat Gramin Bank,UBOI,BHIM Union Bank UPI App,JIO,MyJio (Jio Payments Bank),96146,96146,0,Jammu and Kashmir,West Bengal,Credit Card,Rewards Credit Card,Afternoon
29288,2020,10,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Kotak Mahindra Bank,INDUS,BHIM Indus Pay,CNRB,BHIM Canara- eMPower,82050,106665,-24615,Goa,Odisha,Personal Loan,Secured Personal Loan,Afternoon
29300,2023,6,12,Reversal,Successful,0,Suryoday Small Finance Bank,Fincare Small Finance Bank,EQUITAS,Equitas UPI,CITIGOLD,CITI Bank (Mobile Banking App),51816,54317,-2501,Tamil Nadu,Bihar,Overdraft,Personal Overdraft,Afternoon
29301,2022,1,12,Reversal,Successful,0,Shamrao Vithal Co-operative Bank,HDFC Bank,UCO,BHIM UCO UPI,POSTBANK,India Post Payments Bank,71398,71398,0,Goa,Delhi,Home Loan,Fixed-Rate Mortgage,Afternoon
29325,2023,5,12,Reversal,Successful,0,Ujjivan Small Finance Bank,Baroda Gujarat Gramin Bank,AXL,PhonePe,ANDB,Bhim Andhra Bank One- UPI App,33038,34633,-1595,Himachal Pradesh,Rajasthan,Credit Card,Balance Transfer Credit Card,Afternoon
29365,2020,3,12,Reversal,Successful,0,Capital Small Finance Bank,Suryoday Small Finance Bank,OKAXIS,Google Pay,AUBANK,BHIM AUPay(AU Small Finance Bank),44316,44316,0,Jharkhand,Goa,Personal Loan,Secured Personal Loan,Afternoon
29438,2020,3,12,Reversal,Successful,0,Capital Small Finance Bank,Suryoday Small Finance Bank,OKAXIS,Google Pay,AUBANK,BHIM AUPay(AU Small Finance Bank),44316,44316,0,Jharkhand,Goa,Personal Loan,Secured Personal Loan,Afternoon
29503,2020,3,12,Reversal,Successful,0,Capital Small Finance Bank,Suryoday Small Finance Bank,OKAXIS,Google Pay,AUBANK,BHIM AUPay(AU Small Finance Bank),44316,44316,0,Jharkhand,Goa,Personal Loan,Secured Personal Loan,Afternoon
29509,2022,11,12,Reversal,Successful,0,Bank of Baroda,City Union Bank,UPI,BHIM UPI APP,IOB,BHIM IOB UPI,65840,65840,0,West Bengal,Kerala,Auto Loan,New Car Loan,Afternoon
29526,2020,10,12,Reversal,Successful,0,Bank of India,Bharatiya Mahila Bank,WAAXIS,WhatsApp Pay,IOB,BHIM IOB UPI,42084,42084,0,West Bengal,Andhra Pradesh,Overdraft,Business Overdraft,Afternoon
29527,2023,10,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Federal Bank,UPI,BHIM UPI APP,YAPL,AmazonPay,86730,86730,0,Tamil Nadu,West Bengal,Credit Card,Rewards Credit Card,Afternoon
29533,2022,9,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Tamilnad Mercantile Bank,UNIONBANKOFINDIA,BHIM Union Bank UPI App,CITI,CITI Bank (Mobile Banking App),65806,65806,0,Odisha,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
29549,2019,8,12,Reversal,Successful,0,Indian Overseas Bank,Bank of Maharashtra,DBS,Digibank (DBS),SBMBANK,SBMBANK,63592,63592,0,Odisha,West Bengal,Personal Loan,Unsecured Personal Loan,Afternoon
29570,2023,12,12,Reversal,Successful,0,Ujjivan Small Finance Bank,IndusInd Bank,IMOBILE,ICICI iMobile,PREPAIDICICI,PREPAIDICICI,73462,73462,0,Bihar,Goa,Personal Loan,Unsecured Personal Loan,Afternoon
29576,2023,12,12,Reversal,Successful,0,Ujjivan Small Finance Bank,IndusInd Bank,IMOBILE,ICICI iMobile,PREPAIDICICI,PREPAIDICICI,73462,308044,-234582,Bihar,Goa,Personal Loan,Unsecured Personal Loan,Afternoon
29594,2020,10,12,Reversal,Successful,0,Bank of India,Bharatiya Mahila Bank,WAAXIS,WhatsApp Pay,IOB,BHIM IOB UPI,42084,54709,-12625,West Bengal,Andhra Pradesh,Overdraft,Business Overdraft,Afternoon
29601,2022,11,12,Reversal,Successful,0,Bank of Baroda,City Union Bank,UPI,BHIM UPI APP,IOB,BHIM IOB UPI,65840,85592,-19752,West Bengal,Kerala,Auto Loan,New Car Loan,Afternoon
29614,2019,8,12,Reversal,Successful,0,Indian Overseas Bank,Bank of Maharashtra,DBS,Digibank (DBS),SBMBANK,SBMBANK,63592,63592,0,Odisha,West Bengal,Personal Loan,Unsecured Personal Loan,Afternoon
29623,2020,10,12,Reversal,Successful,0,Bank of India,Bharatiya Mahila Bank,WAAXIS,WhatsApp Pay,IOB,BHIM IOB UPI,42084,54709,-12625,West Bengal,Andhra Pradesh,Overdraft,Business Overdraft,Afternoon
29625,2023,10,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Federal Bank,UPI,BHIM UPI APP,YAPL,AmazonPay,86730,118199,-31469,Tamil Nadu,West Bengal,Credit Card,Rewards Credit Card,Afternoon
29630,2022,9,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Tamilnad Mercantile Bank,UNIONBANKOFINDIA,BHIM Union Bank UPI App,CITI,CITI Bank (Mobile Banking App),65806,65806,0,Odisha,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
29648,2023,12,12,Reversal,Successful,0,Ujjivan Small Finance Bank,IndusInd Bank,IMOBILE,ICICI iMobile,PREPAIDICICI,PREPAIDICICI,73462,308044,-234582,Bihar,Goa,Personal Loan,Unsecured Personal Loan,Afternoon
29659,2022,11,12,Reversal,Successful,0,Bank of Baroda,City Union Bank,UPI,BHIM UPI APP,IOB,BHIM IOB UPI,65840,85592,-19752,West Bengal,Kerala,Auto Loan,New Car Loan,Afternoon
29672,2019,8,12,Reversal,Successful,0,Indian Overseas Bank,Bank of Maharashtra,DBS,Digibank (DBS),SBMBANK,SBMBANK,63592,63592,0,Odisha,West Bengal,Personal Loan,Unsecured Personal Loan,Afternoon
29681,2022,9,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Tamilnad Mercantile Bank,UNIONBANKOFINDIA,BHIM Union Bank UPI App,CITI,CITI Bank (Mobile Banking App),65806,65806,0,Odisha,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
29684,2023,10,12,Reversal,Successful,0,Utkarsh Small Finance Bank,Federal Bank,UPI,BHIM UPI APP,YAPL,AmazonPay,86730,118199,-31469,Tamil Nadu,West Bengal,Credit Card,Rewards Credit Card,Afternoon
29728,2022,4,12,Reversal,Successful,0,Vijaya Bank,Syndicate Bank,FBL,Cointab,UNIONBANKOFINDIA,BHIM Union Bank UPI App,6938,6938,0,Haryana,Jammu and Kashmir,Credit Card,Secured Credit Card,Afternoon
29742,2022,4,12,Reversal,Successful,0,Vijaya Bank,Syndicate Bank,FBL,Cointab,UNIONBANKOFINDIA,BHIM Union Bank UPI App,6938,6938,0,Haryana,Jammu and Kashmir,Credit Card,Secured Credit Card,Afternoon
29786,2022,4,12,Reversal,Successful,0,Vijaya Bank,Syndicate Bank,FBL,Cointab,UNIONBANKOFINDIA,BHIM Union Bank UPI App,6938,6938,0,Haryana,Jammu and Kashmir,Credit Card,Secured Credit Card,Afternoon
29986,2023,8,12,Reversal,Successful,0,IDBI Bank,Union Bank of India,AXISBANK,BHIM Axis Pay UPI App,KVB,BHIM KVB Pay,49882,49882,0,Odisha,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30003,2022,4,12,Reversal,Successful,0,Suryoday Small Finance Bank,Punjab & Sind Bank,IPPB,India Post Payments Bank,DLB,BHIM DLB,29280,29280,0,Gujarat,Odisha,Personal Loan,Secured Personal Loan,Afternoon
30017,2020,2,12,Reversal,Successful,0,Bank of Baroda,ICICI Bank,CITIGOLD,CITI Bank (Mobile Banking App),WAICICI,WhatsApp Pay,57132,57132,0,Punjab,Odisha,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30023,2020,3,12,Reversal,Successful,0,Saraswat Cooperative Bank,Saraswat Cooperative Bank,YESBANK,BHIM YES Pay,SPCB,SPCB,83210,83210,0,Andhra Pradesh,Punjab,Overdraft,Personal Overdraft,Afternoon
30026,2021,1,12,Reversal,Successful,0,Nainital Bank,Fincare Small Finance Bank,CNRB,BHIM Canara- eMPower,ESAF,ESAF,29910,29910,0,Andhra Pradesh,Punjab,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30029,2023,4,12,Reversal,Successful,0,RBL Bank,Shamrao Vithal Co-operative Bank,AXISBANK,BHIM Axis Pay UPI App,UCO,BHIM UCO UPI,21696,21696,0,Kerala,Goa,Overdraft,Business Overdraft,Afternoon
30030,2023,4,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,RBL Bank,CITIBANK,CITI Corporate (Merchant Acquiring Bank),ANDB,Bhim Andhra Bank One- UPI App,584,584,0,Bihar,Tamil Nadu,Credit Card,Secured Credit Card,Afternoon
30044,2020,3,12,Reversal,Successful,0,Saraswat Cooperative Bank,Saraswat Cooperative Bank,YESBANK,BHIM YES Pay,SPCB,SPCB,83210,83210,0,Andhra Pradesh,Punjab,Overdraft,Personal Overdraft,Afternoon
30045,2020,3,12,Reversal,Successful,0,Saraswat Cooperative Bank,Saraswat Cooperative Bank,YESBANK,BHIM YES Pay,SPCB,SPCB,83210,83210,0,Andhra Pradesh,Punjab,Overdraft,Personal Overdraft,Afternoon
30053,2023,4,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,RBL Bank,CITIBANK,CITI Corporate (Merchant Acquiring Bank),ANDB,Bhim Andhra Bank One- UPI App,584,610,-26,Bihar,Tamil Nadu,Credit Card,Secured Credit Card,Afternoon
30055,2023,4,12,Reversal,Successful,0,RBL Bank,Shamrao Vithal Co-operative Bank,AXISBANK,BHIM Axis Pay UPI App,UCO,BHIM UCO UPI,21696,22741,-1045,Kerala,Goa,Overdraft,Business Overdraft,Afternoon
30056,2021,1,12,Reversal,Successful,0,Nainital Bank,Fincare Small Finance Bank,CNRB,BHIM Canara- eMPower,ESAF,ESAF,29910,29910,0,Andhra Pradesh,Punjab,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30061,2020,2,12,Reversal,Successful,0,Bank of Baroda,ICICI Bank,CITIGOLD,CITI Bank (Mobile Banking App),WAICICI,WhatsApp Pay,57132,57132,0,Punjab,Odisha,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30069,2023,8,12,Reversal,Successful,0,IDBI Bank,Union Bank of India,AXISBANK,BHIM Axis Pay UPI App,KVB,BHIM KVB Pay,49882,52292,-2410,Odisha,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30092,2022,4,12,Reversal,Successful,0,Suryoday Small Finance Bank,Punjab & Sind Bank,IPPB,India Post Payments Bank,DLB,BHIM DLB,29280,29280,0,Gujarat,Odisha,Personal Loan,Secured Personal Loan,Afternoon
30102,2020,2,12,Reversal,Successful,0,Bank of Baroda,ICICI Bank,CITIGOLD,CITI Bank (Mobile Banking App),WAICICI,WhatsApp Pay,57132,57132,0,Punjab,Odisha,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30105,2021,1,12,Reversal,Successful,0,Nainital Bank,Fincare Small Finance Bank,CNRB,BHIM Canara- eMPower,ESAF,ESAF,29910,29910,0,Andhra Pradesh,Punjab,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30108,2023,4,12,Reversal,Successful,0,RBL Bank,Shamrao Vithal Co-operative Bank,AXISBANK,BHIM Axis Pay UPI App,UCO,BHIM UCO UPI,21696,22741,-1045,Kerala,Goa,Overdraft,Business Overdraft,Afternoon
30109,2023,4,12,Reversal,Successful,0,Madhya Bihar Gramin Bank,RBL Bank,CITIBANK,CITI Corporate (Merchant Acquiring Bank),ANDB,Bhim Andhra Bank One- UPI App,584,610,-26,Bihar,Tamil Nadu,Credit Card,Secured Credit Card,Afternoon
30123,2023,8,12,Reversal,Successful,0,IDBI Bank,Union Bank of India,AXISBANK,BHIM Axis Pay UPI App,KVB,BHIM KVB Pay,49882,52292,-2410,Odisha,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30141,2022,4,12,Reversal,Successful,0,Suryoday Small Finance Bank,Punjab & Sind Bank,IPPB,India Post Payments Bank,DLB,BHIM DLB,29280,29280,0,Gujarat,Odisha,Personal Loan,Secured Personal Loan,Afternoon
30177,2022,7,12,Reversal,Successful,0,State Bank of India (SBI),Tamilnad Mercantile Bank,MYICICI,MI Pay,UBOI,BHIM Union Bank UPI App,54178,54178,0,Haryana,Goa,Auto Loan,Used Car Loan,Afternoon
30196,2021,3,12,Reversal,Successful,0,United Bank of India,North East Small Finance Bank,PAYTM,Paytm UPI App,SBMBANK,SBMBANK,76244,76244,0,Rajasthan,Tamil Nadu,Credit Card,Rewards Credit Card,Afternoon
30209,2020,8,12,Reversal,Successful,0,Cosmos Co-operative Bank,Bandhan Bank,COSMOS,COSMOS,POSTBANK,India Post Payments Bank,35976,35976,0,Punjab,Goa,Credit Card,Secured Credit Card,Afternoon
30215,2020,8,12,Reversal,Successful,0,Cosmos Co-operative Bank,Bandhan Bank,COSMOS,COSMOS,POSTBANK,India Post Payments Bank,35976,35976,0,Punjab,Goa,Credit Card,Secured Credit Card,Afternoon
30247,2021,3,12,Reversal,Successful,0,United Bank of India,North East Small Finance Bank,PAYTM,Paytm UPI App,SBMBANK,SBMBANK,76244,76244,0,Rajasthan,Tamil Nadu,Credit Card,Rewards Credit Card,Afternoon
30259,2022,7,12,Reversal,Successful,0,State Bank of India (SBI),Tamilnad Mercantile Bank,MYICICI,MI Pay,UBOI,BHIM Union Bank UPI App,54178,54178,0,Haryana,Goa,Auto Loan,Used Car Loan,Afternoon
30273,2020,8,12,Reversal,Successful,0,Cosmos Co-operative Bank,Bandhan Bank,COSMOS,COSMOS,POSTBANK,India Post Payments Bank,35976,35976,0,Punjab,Goa,Credit Card,Secured Credit Card,Afternoon
30310,2022,7,12,Reversal,Successful,0,State Bank of India (SBI),Tamilnad Mercantile Bank,MYICICI,MI Pay,UBOI,BHIM Union Bank UPI App,54178,54178,0,Haryana,Goa,Auto Loan,Used Car Loan,Afternoon
30318,2021,3,12,Reversal,Successful,0,United Bank of India,North East Small Finance Bank,PAYTM,Paytm UPI App,SBMBANK,SBMBANK,76244,76244,0,Rajasthan,Tamil Nadu,Credit Card,Rewards Credit Card,Afternoon
30321,2021,2,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Central Bank of India,RBL,BHIM RBL Pay,JPB,MyJio (Jio Payments Bank),93566,93566,0,Tamil Nadu,Tamil Nadu,Overdraft,Business Overdraft,Afternoon
30323,2020,5,12,Reversal,Successful,0,Karnataka Bank,Fincare Small Finance Bank,OKAXIS,Google Pay,AXISBANK,BHIM Axis Pay UPI App,31562,31562,0,Kerala,Gujarat,Debit Card,Prepaid Debit Card,Afternoon
30325,2020,2,12,Reversal,Successful,0,Bank of India,Bank of India,IKWIK,Mobikwik,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),38480,38480,0,Bihar,Tamil Nadu,Personal Loan,Unsecured Personal Loan,Afternoon
30326,2020,1,12,Reversal,Successful,0,Dhanlaxmi Bank,Syndicate Bank,IPPB,India Post Payments Bank,CENTRALBANK,BHIM Cent UPI(Central Bank of India),75578,75578,0,Punjab,Haryana,Credit Card,Rewards Credit Card,Afternoon
30329,2021,2,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Central Bank of India,RBL,BHIM RBL Pay,JPB,MyJio (Jio Payments Bank),93566,93566,0,Tamil Nadu,Tamil Nadu,Overdraft,Business Overdraft,Afternoon
30333,2022,11,12,Reversal,Successful,0,Allahabad Bank,Indian Overseas Bank,AXISBANK,BHIM Axis Pay UPI App,ALLBANK,BHIM Allbank UPI(Allahabad Bank),95038,95038,0,Rajasthan,Jammu and Kashmir,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30337,2022,5,12,Reversal,Successful,0,Bank of India,Kotak Mahindra Bank,JIO,MyJio (Jio Payments Bank),UPI,BHIM UPI APP,73328,73328,0,Odisha,Rajasthan,Personal Loan,Secured Personal Loan,Afternoon
30356,2019,5,12,Reversal,Successful,0,Karnataka Bank,ESAF Small Finance Bank,YESBANK,BHIM YES Pay,BOI,BHIM BOI? UPI,88784,88784,0,Goa,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30361,2023,1,12,Reversal,Successful,0,Dhanlaxmi Bank,Baroda Gujarat Gramin Bank,PAYTM,Paytm UPI App,FREECHARGE,Freecharge,44000,44000,0,Andhra Pradesh,Kerala,Personal Loan,Secured Personal Loan,Afternoon
30376,2020,5,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Saraswat Cooperative Bank,TIMECOSMOS,TIMECOSMOS,MAHB,BHIM Maha UPI(Bank of Maharashtra),74314,74314,0,Haryana,Andhra Pradesh,Overdraft,Business Overdraft,Afternoon
30379,2020,5,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Saraswat Cooperative Bank,TIMECOSMOS,TIMECOSMOS,MAHB,BHIM Maha UPI(Bank of Maharashtra),74314,74314,0,Haryana,Andhra Pradesh,Overdraft,Business Overdraft,Afternoon
30393,2019,5,12,Reversal,Successful,0,Karnataka Bank,ESAF Small Finance Bank,YESBANK,BHIM YES Pay,BOI,BHIM BOI? UPI,88784,88784,0,Goa,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30395,2022,11,12,Reversal,Successful,0,Allahabad Bank,Indian Overseas Bank,AXISBANK,BHIM Axis Pay UPI App,ALLBANK,BHIM Allbank UPI(Allahabad Bank),95038,123549,-28511,Rajasthan,Jammu and Kashmir,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30402,2020,5,12,Reversal,Successful,0,Karnataka Bank,Fincare Small Finance Bank,OKAXIS,Google Pay,AXISBANK,BHIM Axis Pay UPI App,31562,31562,0,Kerala,Gujarat,Debit Card,Prepaid Debit Card,Afternoon
30406,2020,2,12,Reversal,Successful,0,Bank of India,Bank of India,IKWIK,Mobikwik,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),38480,38480,0,Bihar,Tamil Nadu,Personal Loan,Unsecured Personal Loan,Afternoon
30407,2020,1,12,Reversal,Successful,0,Dhanlaxmi Bank,Syndicate Bank,IPPB,India Post Payments Bank,CENTRALBANK,BHIM Cent UPI(Central Bank of India),75578,75578,0,Punjab,Haryana,Credit Card,Rewards Credit Card,Afternoon
30414,2022,11,12,Reversal,Successful,0,Allahabad Bank,Indian Overseas Bank,AXISBANK,BHIM Axis Pay UPI App,ALLBANK,BHIM Allbank UPI(Allahabad Bank),95038,123549,-28511,Rajasthan,Jammu and Kashmir,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30417,2022,5,12,Reversal,Successful,0,Bank of India,Kotak Mahindra Bank,JIO,MyJio (Jio Payments Bank),UPI,BHIM UPI APP,73328,73328,0,Odisha,Rajasthan,Personal Loan,Secured Personal Loan,Afternoon
30418,2023,1,12,Reversal,Successful,0,Dhanlaxmi Bank,Baroda Gujarat Gramin Bank,PAYTM,Paytm UPI App,FREECHARGE,Freecharge,44000,46124,-2124,Andhra Pradesh,Kerala,Personal Loan,Secured Personal Loan,Afternoon
30433,2019,5,12,Reversal,Successful,0,Karnataka Bank,ESAF Small Finance Bank,YESBANK,BHIM YES Pay,BOI,BHIM BOI? UPI,88784,88784,0,Goa,Kerala,Home Loan,Adjustable-Rate Mortgage (ARM),Afternoon
30446,2020,5,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Saraswat Cooperative Bank,TIMECOSMOS,TIMECOSMOS,MAHB,BHIM Maha UPI(Bank of Maharashtra),74314,74314,0,Haryana,Andhra Pradesh,Overdraft,Business Overdraft,Afternoon
30449,2021,2,12,Reversal,Successful,0,Baroda Gujarat Gramin Bank,Central Bank of India,RBL,BHIM RBL Pay,JPB,MyJio (Jio Payments Bank),93566,93566,0,Tamil Nadu,Tamil Nadu,Overdraft,Business Overdraft,Afternoon
30456,2020,5,12,Reversal,Successful,0,Karnataka Bank,Fincare Small Finance Bank,OKAXIS,Google Pay,AXISBANK,BHIM Axis Pay UPI App,31562,31562,0,Kerala,Gujarat,Debit Card,Prepaid Debit Card,Afternoon
30460,2020,2,12,Reversal,Successful,0,Bank of India,Bank of India,IKWIK,Mobikwik,JKB,BHIM JK Bank UPI(Jammu & Kashmir Bank),38480,38480,0,Bihar,Tamil Nadu,Personal Loan,Unsecured Personal Loan,Afternoon
30461,2020,1,12,Reversal,Successful,0,Dhanlaxmi Bank,Syndicate Bank,IPPB,India Post Payments Bank,CENTRALBANK,BHIM Cent UPI(Central Bank of India),75578,75578,0,Punjab,Haryana,Credit Card,Rewards Credit Card,Afternoon
30479,2023,1,12,Reversal,Successful,0,Dhanlaxmi Bank,Baroda Gujarat Gramin Bank,PAYTM,Paytm UPI App,FREECHARGE,Freecharge,44000,46124,-2124,Andhra Pradesh,Kerala,Personal Loan,Secured Personal Loan,Afternoon
30480,2022,5,12,Reversal,Successful,0,Bank of India,Kotak Mahindra Bank,JIO,MyJio (Jio Payments Bank),UPI,BHIM UPI APP,73328,73328,0,Odisha,Rajasthan,Personal Loan,Secured Personal Loan,Afternoon
30506,2021,12,12,Reversal,Successful,0,Indian Bank,Saraswat Cooperative Bank,IOB,BHIM IOB UPI,CNRB,BHIM Canara- eMPower,21170,21170,0,Andhra Pradesh,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
30542,2020,12,12,Reversal,Successful,0,Bharatiya Mahila Bank,Canara Bank,CNRB,BHIM Canara- eMPower,CORP,BHIM Corp UPI,73976,73976,0,Odisha,Jharkhand,Home Loan,Fixed-Rate Mortgage,Afternoon
30552,2020,12,12,Reversal,Successful,0,Bharatiya Mahila Bank,Canara Bank,CNRB,BHIM Canara- eMPower,CORP,BHIM Corp UPI,73976,73976,0,Odisha,Jharkhand,Home Loan,Fixed-Rate Mortgage,Afternoon
30566,2021,12,12,Reversal,Successful,0,Indian Bank,Saraswat Cooperative Bank,IOB,BHIM IOB UPI,CNRB,BHIM Canara- eMPower,21170,21170,0,Andhra Pradesh,Bihar,Personal Loan,Unsecured Personal Loan,Afternoon
30612,2020,12,12,Reversal,Successful,0,Bharatiya Mahila Bank,Canara Bank,CNRB,BHIM Canara- eMPower,CORP,BHIM Corp UPI,73976,73976,0,Odisha,Jharkhand,Home Loan,Fixed-Rate Mortgage,Afternoon
